obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""3360.78""","=""""","=""1.25e+05""","=""2.11e-02""","=""7.00e+00""","=""-1.199""",D+,"=""7.4403485""","=""7.809264""","=""3s2.3p.nd""","=""a 3P*""","=""1""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""3366.252""","=""""","=""5.81e+03""","=""1.38e-03""","=""7.65e-01""","=""-2.161""",C,"=""5.6156943""","=""5.9840096""","=""3s.3p3""","=""3D*""","=""2""","=""3s2.3p.4p""","=""3D""","=""3""",5,7,,"=""T8363c22""","=""""",
"=""""","=""3397.36""","=""""","=""1.61e+05""","=""8.34e-02""","=""9.33e+00""","=""-1.079""",C,"=""7.444321""","=""7.809264""","=""3s2.3p.nd""","=""a 3P*""","=""0""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""3398.535""","=""""","=""4.62e+04""","=""8.01e-03""","=""6.27e+00""","=""-1.251""",C,"=""5.6191930""","=""5.9840096""","=""3s.3p3""","=""3D*""","=""3""","=""3s2.3p.4p""","=""3D""","=""3""",7,7,,"=""T8363c22""","=""""",
"=""""","=""3400.846""","=""""","=""2.02e+05""","=""3.51e-02""","=""2.75e+01""","=""-0.610""",C,"=""6.7270828""","=""7.0916515""","=""3s2.3p.3d""","=""3D*""","=""3""","=""3s2.3p.5p""","=""3D""","=""3""",7,7,,"=""T6066LS""","=""""",
"=""""","=""3401.339""","=""""","=""2.38e+06""","=""4.13e-01""","=""2.31e+02""","=""0.315""",B,"=""6.7606376""","=""7.1251535""","=""3s2.3p.5s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3P""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""3402.425""","=""""","=""9.75e+02""","=""2.82e-04""","=""9.48e-02""","=""-3.073""",E,"=""7.0644034""","=""7.4288029""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""3409.45""","=""""","=""1.08e+05""","=""2.31e-02""","=""2.33e+01""","=""-0.682""",D+,"=""7.5443078""","=""7.907956""","=""3s2.3p.5d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).7f""","=""2[9/2]""","=""5""",9,11,,"=""T6066LS'""","=""""",
"=""""","=""3416.420""","=""""","=""2.61e+06""","=""7.60e-01""","=""2.56e+02""","=""0.358""",B,"=""6.8031408""","=""7.1660476""","=""3s2.3p.5s""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1D""","=""2""",3,5,,"=""T6066""","=""""",
"=""""","=""3448.466""","=""""","=""1.40e+04""","=""2.50e-03""","=""1.42e+00""","=""-1.903""",D,"=""7.0692685""","=""7.4288029""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.nd""","=""a 3P*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""3501.106""","=""""","=""2.67e+06""","=""4.90e-01""","=""1.69e+02""","=""0.167""",C,"=""7.0398757""","=""7.3940044""","=""3s2.3p.5p""","=""1P""","=""1""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""3523.813""","=""""","=""1.35e+05""","=""2.52e-02""","=""1.46e+01""","=""-0.900""",C+,"=""5.8708445""","=""6.2226912""","=""3s2.3p.3d""","=""1D*""","=""2""","=""3s2.3p.4p""","=""1D""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""3530.784""","=""""","=""3.06e+04""","=""9.52e-03""","=""3.32e+00""","=""-1.544""",D+,"=""6.7181165""","=""7.0692685""","=""3s2.3p.3d""","=""3D*""","=""1""","=""3s2.3p.5p""","=""3D""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""3538.401""","=""""","=""6.38e+03""","=""1.99e-03""","=""6.97e-01""","=""-2.224""",C,"=""5.6135319""","=""5.9639280""","=""3s.3p3""","=""3D*""","=""1""","=""3s2.3p.4p""","=""3D""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""3555.674""","=""""","=""1.39e+05""","=""2.63e-02""","=""1.54e+01""","=""-0.881""",C,"=""6.7205746""","=""7.0692685""","=""3s2.3p.3d""","=""3D*""","=""2""","=""3s2.3p.5p""","=""3D""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""3558.72""","=""""","=""4.38e+05""","=""1.07e-01""","=""8.78e+01""","=""-0.126""",C,"=""7.526402""","=""7.8747985""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.7d""","=""3F*""","=""4""",7,9,,"=""T6066LS'""","=""""",
"=""""","=""3560.374""","=""""","=""2.79e+04""","=""5.31e-03""","=""3.11e+00""","=""-1.576""",C,"=""5.6156943""","=""5.9639280""","=""3s.3p3""","=""3D*""","=""2""","=""3s2.3p.4p""","=""3D""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""3570.703""","=""""","=""1.14e+06""","=""1.31e-01""","=""7.70e+01""","=""-0.184""",C+,"=""6.7606376""","=""7.1078640""","=""3s2.3p.5s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3P""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""3580.390""","=""""","=""1.47e+05""","=""2.82e-02""","=""9.97e+00""","=""-1.073""",C,"=""6.7181165""","=""7.0644034""","=""3s2.3p.3d""","=""3D*""","=""1""","=""3s2.3p.5p""","=""3D""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""3596.508""","=""""","=""1.16e+04""","=""1.60e-03""","=""1.33e+00""","=""-1.951""",C,"=""5.6191930""","=""5.9639280""","=""3s.3p3""","=""3D*""","=""3""","=""3s2.3p.4p""","=""3D""","=""2""",7,5,,"=""T8363c22""","=""""",
"=""""","=""3605.987""","=""""","=""4.78e+04""","=""5.59e-03""","=""3.32e+00""","=""-1.554""",D+,"=""6.7205746""","=""7.0644034""","=""3s2.3p.3d""","=""3D*""","=""2""","=""3s2.3p.5p""","=""3D""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""3623.301""","=""""","=""2.94e+04""","=""4.13e-03""","=""3.45e+00""","=""-1.539""",D+,"=""6.7270828""","=""7.0692685""","=""3s2.3p.3d""","=""3D*""","=""3""","=""3s2.3p.5p""","=""3D""","=""2""",7,5,,"=""T6066LS""","=""""",
"=""""","=""3644.466""","=""""","=""2.77e+04""","=""5.52e-03""","=""1.99e+00""","=""-1.781""",C,"=""5.6135319""","=""5.9537304""","=""3s.3p3""","=""3D*""","=""1""","=""3s2.3p.4p""","=""3D""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""3658.667""","=""""","=""1.52e+06""","=""9.14e-01""","=""1.10e+02""","=""-0.039""",B,"=""6.7255253""","=""7.0644034""","=""3s2.3p.5s""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3D""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""3667.780""","=""""","=""1.46e+04""","=""1.77e-03""","=""1.07e+00""","=""-2.053""",C,"=""5.6156943""","=""5.9537304""","=""3s.3p3""","=""3D*""","=""2""","=""3s2.3p.4p""","=""3D""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""3677.405""","=""""","=""6.48e+04""","=""9.38e-03""","=""7.95e+00""","=""-1.183""",D+,"=""7.0916515""","=""7.4288029""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.nd""","=""a 3P*""","=""2""",7,5,,"=""T6066LS""","=""""",
"=""""","=""3683.815""","=""""","=""5.55e+05""","=""3.39e-01""","=""4.11e+01""","=""-0.470""",C+,"=""7.1037839""","=""7.4403485""","=""3s2.3p.5p""","=""3P""","=""0""","=""3s2.3p.nd""","=""a 3P*""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""3684.99""","=""""","=""1.67e+06""","=""1.13e-01""","=""4.11e+01""","=""-0.470""",C+,"=""7.1078640""","=""7.444321""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""""","=""3698.665""","=""""","=""1.98e+06""","=""6.78e-01""","=""2.48e+02""","=""0.308""",B,"=""6.7340552""","=""7.0692685""","=""3s2.3p.5s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3D""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""3729.021""","=""""","=""4.01e+05""","=""8.37e-02""","=""3.08e+01""","=""-0.600""",C,"=""7.1078640""","=""7.4403485""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""3745.589""","=""""","=""2.55e+06""","=""7.50e-01""","=""4.62e+02""","=""0.574""",B+,"=""6.7606376""","=""7.0916515""","=""3s2.3p.5s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""3""",5,7,,"=""T6066LS""","=""""",
"=""""","=""3753.137""","=""""","=""1.06e+06""","=""2.23e-01""","=""8.27e+01""","=""-0.175""",C+,"=""6.7340552""","=""7.0644034""","=""3s2.3p.5s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3D""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""3793.38""","=""""","=""4.02e+04""","=""8.68e-03""","=""7.59e+00""","=""-1.216""",E,"=""7.526402""","=""7.853246""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.7d""","=""3F*""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""3823.09""","=""""","=""1.10e+05""","=""1.44e-02""","=""9.06e+00""","=""-1.143""",C,"=""7.319059""","=""7.6433624""","=""3s2.3p.4d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""3858.967""","=""""","=""3.19e+05""","=""7.12e-02""","=""2.71e+01""","=""-0.670""",C,"=""7.3220738""","=""7.6433624""","=""3s2.3p.4d""","=""3D*""","=""1""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",3,5,,"=""T6066LS'""","=""""",
"=""""","=""3863.171""","=""""","=""3.62e+05""","=""1.35e-01""","=""5.15e+01""","=""-0.393""",C+,"=""7.1078640""","=""7.4288029""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""3872.42""","=""""","=""1.14e+04""","=""8.52e-04""","=""3.26e-01""","=""-2.592""",C,"=""5.9537304""","=""6.273903""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.3d""","=""3P*""","=""0""",3,1,,"=""T8363c22""","=""""",
"=""""","=""3886.133""","=""""","=""2.77e+04""","=""1.88e-02""","=""2.40e+00""","=""-1.726""",C+,"=""6.3990739""","=""6.7181165""","=""3s2.3p.4p""","=""1S""","=""0""","=""3s2.3p.3d""","=""3D*""","=""1""",1,3,,"=""T8363c22""","=""""",
"=""""","=""3895.949""","=""""","=""3.79e+03""","=""1.44e-03""","=""5.54e-01""","=""-2.365""",D+,"=""5.8624764""","=""6.1807152""","=""3s2.3p.4p""","=""1P""","=""1""","=""3s2.3p.3d""","=""3F*""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""3927.232""","=""""","=""4.61e+03""","=""1.07e-03""","=""4.13e-01""","=""-2.493""",C,"=""5.9537304""","=""6.2694342""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.3d""","=""3P*""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""3933.571""","=""""","=""5.70e+05""","=""7.94e-02""","=""5.14e+01""","=""-0.401""",C+,"=""7.1251535""","=""7.4403485""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.nd""","=""a 3P*""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""3955.535""","=""""","=""2.79e+04""","=""1.09e-02""","=""4.26e+00""","=""-1.485""",E,"=""7.0644034""","=""7.3778482""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""2""",3,5,,"=""T6066LS'""","=""""",
"=""""","=""3968.95""","=""""","=""4.34e+04""","=""8.39e-03""","=""1.21e+01""","=""-1.035""",D,"=""7.639208""","=""7.951594""","=""3s2.3p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""","=""3s2.3p.8d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""3995.544""","=""""","=""8.77e+05""","=""2.10e-01""","=""1.38e+02""","=""0.021""",B,"=""7.1660476""","=""7.4763538""","=""3s2.3p.5p""","=""1D""","=""2""","=""3s2.3p.5d""","=""1D*""","=""2""",5,5,,"=""T6066""","=""""",
"=""""","=""3999.07""","=""""","=""1.73e+06""","=""1.38e-01""","=""5.45e+01""","=""-0.383""",C+,"=""7.1342886""","=""7.444321""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""""","=""3999.42""","=""""","=""1.35e+03""","=""2.32e-04""","=""2.14e-01""","=""-2.789""",E,"=""7.526402""","=""7.836408""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.7d""","=""3F*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""4000.71""","=""""","=""5.95e+04""","=""8.56e-03""","=""5.64e+00""","=""-1.369""",D,"=""7.0287762""","=""7.338682""","=""3s2.3p.4d""","=""3P*""","=""2""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""4015.73""","=""""","=""8.81e+05""","=""2.13e-01""","=""8.45e+01""","=""-0.194""",C+,"=""7.029935""","=""7.338682""","=""3s2.3p.4d""","=""3P*""","=""1""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""4017.232""","=""""","=""5.17e+05""","=""1.25e-01""","=""8.27e+01""","=""-0.204""",C+,"=""6.7606376""","=""7.0692685""","=""3s2.3p.5s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""4017.899""","=""""","=""3.97e+05""","=""9.62e-02""","=""6.36e+01""","=""-0.318""",D,"=""7.0692685""","=""7.3778482""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""4032.642""","=""""","=""5.84e+02""","=""2.37e-04""","=""9.45e-02""","=""-3.148""",C,"=""5.9537304""","=""6.2611819""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.3d""","=""3P*""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""4050.978""","=""""","=""1.66e+06""","=""4.08e-01""","=""1.63e+02""","=""0.088""",B,"=""7.1342886""","=""7.4403485""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""4058.320""","=""""","=""7.00e+03""","=""1.04e-03""","=""6.93e-01""","=""-2.284""",C,"=""5.9639280""","=""6.2694342""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""4069.87""","=""""","=""1.13e+06""","=""8.41e-01""","=""1.13e+02""","=""-0.075""",C+,"=""7.034043""","=""7.338682""","=""3s2.3p.4d""","=""3P*""","=""0""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""4081.573""","=""""","=""5.47e+04""","=""8.20e-03""","=""5.51e+00""","=""-1.387""",D+,"=""6.7606376""","=""7.0644034""","=""3s2.3p.5s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""4083.138""","=""""","=""9.16e+05""","=""2.29e-01""","=""1.54e+02""","=""0.059""",B,"=""7.1251535""","=""7.4288029""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.nd""","=""a 3P*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""4170.985""","=""""","=""4.45e+03""","=""1.16e-03""","=""7.97e-01""","=""-2.237""",C+,"=""5.9639280""","=""6.2611819""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""4209.79""","=""""","=""1.48e+06""","=""6.55e-01""","=""2.72e+02""","=""0.293""",B,"=""7.1342886""","=""7.4288029""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""4332.13""","=""""","=""1.78e+06""","=""3.57e-01""","=""3.56e+02""","=""0.398""",C,"=""7.0916515""","=""7.3778482""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""4356.69""","=""""","=""5.20e+05""","=""1.48e-01""","=""6.37e+01""","=""-0.353""",D,"=""7.0644034""","=""7.3489867""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""4432.47""","=""""","=""1.48e+06""","=""2.62e-01""","=""1.91e+02""","=""0.117""",C,"=""7.0692685""","=""7.3489867""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""4458.60""","=""""","=""1.94e+06""","=""1.93e-01""","=""8.50e+01""","=""-0.237""",D+,"=""7.0644034""","=""7.342482""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""0""",3,1,,"=""T6066LS'""","=""""",
"=""""","=""4473.18""","=""""","=""8.58e+03""","=""1.84e-03""","=""1.90e+00""","=""-1.890""",C+,"=""5.9840096""","=""6.2611819""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.3d""","=""3P*""","=""2""",7,5,,"=""T8363c22""","=""""",
"=""""","=""4592.27""","=""""","=""3.61e+05""","=""1.90e-01""","=""8.62e+01""","=""-0.244""",D+,"=""7.1078640""","=""7.3778482""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""2""",3,5,,"=""T6066LS'""","=""""",
"=""""","=""4722.18""","=""""","=""6.29e+04""","=""2.57e-02""","=""3.60e+01""","=""-0.636""",C+,"=""7.5443078""","=""7.806865""","=""3s2.3p.5d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""",9,11,,"=""T6066LS'""","=""""",
"=""""","=""4760.69""","=""""","=""6.68e+04""","=""3.18e-02""","=""2.49e+01""","=""-0.799""",C,"=""7.0692685""","=""7.329702""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.4d""","=""3D*""","=""3""",5,7,,"=""T6066LS""","=""""",
"=""""","=""4811.74""","=""""","=""4.35e+05""","=""1.51e-01""","=""7.18e+01""","=""-0.344""",C+,"=""7.0644034""","=""7.3220738""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.4d""","=""3D*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""4868.71""","=""""","=""8.42e+04""","=""4.99e-02""","=""2.40e+01""","=""-0.825""",C,"=""7.0644034""","=""7.319059""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.4d""","=""3D*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""4904.34""","=""""","=""1.37e+05""","=""2.97e-02""","=""2.40e+01""","=""-0.828""",C,"=""7.0692685""","=""7.3220738""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.4d""","=""3D*""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""4906.48""","=""""","=""8.84e+05""","=""3.19e-01""","=""2.58e+02""","=""0.203""",C,"=""7.1251535""","=""7.3778482""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""4947.80""","=""""","=""2.52e+05""","=""9.24e-02""","=""4.52e+01""","=""-0.557""",C+,"=""7.0398757""","=""7.2904604""","=""3s2.3p.5p""","=""1P""","=""1""","=""3s2.3p.4d""","=""1P*""","=""1""",3,3,,"=""T6066""","=""""",
"=""""","=""4963.53""","=""""","=""3.68e+05""","=""1.36e-01""","=""1.11e+02""","=""-0.167""",B,"=""7.0692685""","=""7.319059""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.4d""","=""3D*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""5056.39""","=""""","=""3.59e+05""","=""4.13e-01""","=""6.87e+01""","=""-0.384""",D+,"=""7.1037839""","=""7.3489867""","=""3s2.3p.5p""","=""3P""","=""0""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""5090.51""","=""""","=""3.52e+05""","=""2.28e-01""","=""1.15e+02""","=""-0.165""",D+,"=""7.1342886""","=""7.3778482""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""2""",3,5,,"=""T6066LS'""","=""""",
"=""""","=""5124.1""","=""""","=""7.66e+03""","=""1.81e-03""","=""1.53e+00""","=""-2.043""",E,"=""7.667423""","=""7.909388""","=""3s2.3p.5d""","=""3P*""","=""2""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""5141.95""","=""""","=""2.57e+05""","=""1.02e-01""","=""5.18e+01""","=""-0.514""",D,"=""7.1078640""","=""7.3489867""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""5208.3""","=""""","=""4.08e+05""","=""1.66e-01""","=""1.99e+02""","=""0.065""",B,"=""7.0916515""","=""7.329702""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.4d""","=""3D*""","=""3""",7,7,,"=""T6066LS""","=""""",
"=""""","=""5237.26""","=""""","=""1.32e+06""","=""5.43e-01""","=""2.81e+02""","=""0.212""",B,"=""6.8031408""","=""7.0398757""","=""3s2.3p.5s""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1P""","=""1""",3,3,,"=""T6066""","=""""",
"=""""","=""5262.7""","=""""","=""7.74e+04""","=""2.63e-02""","=""5.01e+01""","=""-0.539""",D+,"=""7.639208""","=""7.8747985""","=""3s2.3p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""","=""3s2.3p.7d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""5284.5""","=""""","=""9.46e+05""","=""1.32e-01""","=""6.89e+01""","=""-0.402""",D+,"=""7.1078640""","=""7.342482""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""0""",3,1,,"=""T6066LS'""","=""""",
"=""""","=""5383.9""","=""""","=""9.94e+04""","=""4.32e-02""","=""2.30e+01""","=""-0.887""",D,"=""7.679101""","=""7.909388""","=""3s2.3p.5d""","=""3P*""","=""1""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""5438.94""","=""""","=""1.32e+06""","=""3.50e-01""","=""3.13e+02""","=""0.243""",C,"=""7.1660476""","=""7.3940044""","=""3s2.3p.5p""","=""1D""","=""2""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""5443.47""","=""""","=""2.16e+02""","=""9.58e-05""","=""8.59e-02""","=""-3.320""",D,"=""5.8708445""","=""6.0986113""","=""3s2.3p.3d""","=""1D*""","=""2""","=""3s2.3p.4p""","=""3P""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""5452.1""","=""""","=""6.22e+04""","=""1.98e-02""","=""2.49e+01""","=""-0.858""",C,"=""7.0916515""","=""7.319059""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.4d""","=""3D*""","=""2""",7,5,,"=""T6066LS""","=""""",
"=""""","=""5454.8""","=""""","=""1.27e+05""","=""1.70e-01""","=""3.05e+01""","=""-0.770""",D+,"=""7.682093""","=""7.909388""","=""3s2.3p.5d""","=""3P*""","=""0""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""5460.15""","=""""","=""2.11e+05""","=""1.32e-01""","=""1.19e+02""","=""-0.180""",B,"=""5.9639280""","=""6.1909991""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.3d""","=""3F*""","=""3""",5,7,,"=""T8363c22""","=""""",
"=""""","=""5462.22""","=""""","=""1.98e+05""","=""1.48e-01""","=""7.98e+01""","=""-0.353""",B,"=""5.9537304""","=""6.1807152""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.3d""","=""3F*""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""5465.8""","=""""","=""6.86e+05""","=""3.95e-01""","=""4.98e+02""","=""0.442""",B+,"=""7.526402""","=""7.753238""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.6d""","=""3F*""","=""4""",7,9,,"=""T6066LS'""","=""""",
"=""""","=""5539.14""","=""""","=""3.42e+05""","=""9.43e-02""","=""8.60e+01""","=""-0.327""",D+,"=""7.1251535""","=""7.3489867""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""5585.0""","=""""","=""2.21e+05""","=""1.33e-01""","=""1.71e+02""","=""-0.031""",B,"=""5.9840096""","=""6.206004""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.3d""","=""3F*""","=""4""",7,9,,"=""T8363c22""","=""""",
"=""""","=""5631.9""","=""""","=""4.06e+02""","=""2.70e-04""","=""2.50e-01""","=""-2.870""",E,"=""7.5190764""","=""7.739221""","=""3s2.3p.5d""","=""3F*""","=""2""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""",5,7,,"=""T6066LS'""","=""""",
